product_name,price,sku,unit_size,unit_type
TURUMBA MARACUJA FRESCA 20/16OZ,0.01,,20/16OZ,CASE
YUCA SABOR MINEIRO AMARELA 6/4LBS.,0.01,654054001041,6/4LBS,CASE
OVOMALTINE ROCK SNACKS 8/90G,0.01,17897309408411,8/90G,CASE
OVOMALTINE ROCKS CHOCOLATE 18/40G,0.01,17897309408428,8/40G,CASE
OVOMALTINE CREME 10/100G,0.01,17898331014403,10/100G,CASE
OVOMALTINE CHOCOLATADO 12/300G,0.01,27898409951408,12/300G,CASE
OVOMALTINE ROCKS MESCLADO 18/40G,0.01,7898331012419,8/40G,CASE
PRATIC LEVE BATATA PALHA 16/500G,0.01,27896422000707,16/500G,CASE
LA FRUIT SUCO CAJU 8/1 LITRO,0.01,,8/1LITRO,CASE
LA FRUIT SUCO MARACUJA 8/1 LITRO,0.01,,8/1LITRO,CASE
LA FRUIT SUCO GOIABA 8/1 LITRO,0.01,,8/1LITRO,CASE
LA FRUIT SUCO MANGA 8/1 LITRO,0.01,,8/1LITRO,CASE
LA FRUIT SUCO UVA 8/1 LITRO,0.01,,8/1LITRO,CASE
NUTY ACAI 8/1LITRO,0.01,,8/1 LITRO,CASE
NUTY ACAI/CUPUACU 8/1LITRO,0.01,,8/1 LITRO,CASE
NUTY CUPUACU 8/1LITRO,0.01,,8/1 LITRO,CASE
NUTY 9/500ML,0.01,,9/500ML,CASE
NUTY 10 LITROS,0.01,,10 LITROS,CASE
NUTY 10/50G COM 24 PACOTES,0.01,,24 PCTS,CASE
ARITANA SALGA TUBO BACON 10/100G,0.01,,10/100G,CASE
ARITANA SALGAD TUBO PIZZA 10/100G,0.01,,10/100G,CASE
ARITANA SALGAD TUBO PRESUNTO 10/100,0.01,,10/100G,CASE
ARITANA SALGAD TUBO QUEIJO 10/100G,0.01,,10/100G,CASE
ARITANA SALGAD MILHO TRIO 10/135G,0.01,,10/135G,CASE
ARITANA SALGA XIPAO BACON 10/120G,0.01,,10/120G,CASE
ARITANA SALGAD XIPAO CHURRAS 10/120,0.01,,10/120G,CASE
ARITANA SALGAD XIPAO PRESUNT 10/120,0.01,,10/120G,CASE
ARITANA SALGAD XIPAO QUEIJO 10/120G,0.01,,10/120G,CASE
ARITANA SALG XIPAO REQUEIJAO 10/120,0.01,,10/120G,CASE
DORI YOGURTE MORANGO RECHEDA 36/100,0.01,,36/100G,CASE
DORI TB CREME FRUTAS 30/3/32G,0.01,17896058517528,30/3/32G,UNIT
DORI GOMETS SORTIDO 500G,0.01,7896058505054,500G,UNIT
DORI GOMA IOGURTE 30/32G,0.01,7896058516098,30/32G,UNIT
DORI TB GOMA FRUTAS 30/32G,0.01,7896058516104,30/32G,UNIT
DORI BALA YOGURTE 100 600G,0.01,7896058591507,600G,UNIT
DORI CHICLE BOLETE 600G,0.01,7896058591590,600G,UNIT
DORI BALA MORANGO RECHEADA 600G,0.01,7896058591699,600G,UNIT
DORI PIRULITO YOGURTE 50/540G,0.01,7896058595529,50/540G,UNIT
ZINHO PAO DE ALHO PICANTE C/ QUEIJO,0.01,10196852051882,12/10.58OZ,CASE
ZINHO PAO DE ALHO C/ QUEIJO,0.01,101968525452,12/10.58OZ,CASE
ZINHO PAO DE ALHO BOLINHA 12/300G,0.01,221440501178995,12/10.58OZ,CASE
XAMEGO BRIGADEIRO 12/400G,0.01,17896310601088,12/400G,CASE
XAMEGO BEIJINHO 12/400G,0.01,17896310601095,12/400G,CASE
R.S. SERUM LIFTING 30ML,0.01,,30ML,UNIT
R.S. ACIDO CLARIADOR ATIVADO 100ML,0.01,,100ML,UNIT
R.S. DESEDORANTE ROLL-ON 85ML,0.01,,85ML,UNIT
R.S. OLEO DE ROSA MOSQUETA 100ML,0.01,7898945746663,100ML,UNIT
SKALA BRASIL MARACUJA 2EM1 6/1KG,0.01,,6/1KG,CASE
SKALA DIVINO POTAO 6/1KG,0.01,,6/1KG,CASE
SKALA EXPERT BOMBA VITAMINAS 6/1KG,0.01,,6/1KG,CASE
SKALA MAIS CACHOS AZUL 2 EM 1 6/1KG,0.01,,6/1KG,CASE
SKALA MAIS CRESPOS LARANJA 6/1KG,0.01,,6/1KG,CASE
SKALA MAIS LISOS 6/1KG,0.01,,6/1KG,CASE
SKALA EXPERT DONA SKALA 2EM1 6/1KG,0.01,,6/1KG,CASE
SKALA KIT MAIS CACHOS 6/2*325ML,0.01,,6/2*325ML,CASE
SKALA KIT MAIS LISOS 6/2*325ML,0.01,,6/2*325ML,CASE
SKALA KIT CRESPO DEVINO 6/2*325ML,0.01,,6/2*325ML,CASE
SKALA KIT CRESPINHO DEVINO 6/2*325M,0.01,,6/2*325ML,CASE
SKALA KIT MARACUJA PATAUA 6/2*325,0.01,,6/2*325ML,CASE
SKALA EXP CACHOS GELATINA CAP 6/1KG,0.01,,6/1KG,CASE
PODIUM AMIDO PARA BOLINHO MANDIOCA,0.01,,20KG,CASE
PODIUM AMIDO PARA CHIPA 20KG,0.01,,20KG,CASE
PODIUM AMIDO PARA DADINHO TAPIOCA,0.01,,25KG,CASE
PODIUM AMIDO PARA ESCONDIDINHO,0.01,,20KG,CASE
DJ PO PARA RECHEIO LIMAO 24/100G,0.01,,20/120G,CASE
DJ CEREAL MINI BALL CROCANTE 12/300,0.01,,12/300G,CASE
DJ CEREAL BALL DUO CROCANTE 12/500G,0.01,,12/500G,CASE
DJ CHOCOLATE EM PO 55% 24/200G,0.01,,24/200G,CASE
DJ CONFEITO MICANGA BRANCO/PRETO,0.01,,20/300G,CASE
DJ CONFEITO MICANGA PRETO 20/300G,0.01,,20/300G,CASE
DJ FLOCOS MACIO SABOR CHOCO 20/130G,0.01,,20/130G,CASE
DJ GRANULADO CROCANTE CHOC 20/500G,0.01,,20/500G,CASE
DJ GRANULADO MACIO CHOCOLAT 20/500G,0.01,,20/500G,CASE
SINHA B BATATA PALHA 20/90G,0.01,,20/90G,CASE
SINHA B FLOCAO 10/500G,0.01,,10/500G,CASE
SINHAC SNACK COSTELINHA 38/40,0.01,,38/40G,CASE
SINHA AMIDO DE MILHO 24/200G,0.01,17892300000107,24/200G,CASE
SINHA B FARINHA ROSCA 12/500G,0.01,17892300001807,12/500G,CASE
SINHA B TRIGO PARA KIBE 12/500G,0.01,17892300001838,12/500G,CASE
SINHA B FAROFA MANDIOCA 10/250G,0.01,17892300002323,10/250G,CASE
SINHA B BATATA PALHA 20/90G,0.01,17892300003009,20/90G,CASE
SINHA B BATATA PALHA FINA 20/90G,0.01,17892300003016,20/90G,CASE
SINHA CREME DE CEBOLA 24/62G,0.01,17892300003115,24/62G,CASE
SINHAC SALGADINHO PRESUNTO 38/45G,0.01,17892300003535,38/45G,CASE
SINHAC SALGADINHO REQUEIJAO 38/45G,0.01,17892300003542,38/45G,CASE
SINHAC SNACK BACON 38/40G,0.01,17892300003610,38/40G,CASE
SINHAC SNACK PIMENTA MEXICANA 38/40,0.01,17892300003634,38/40G,CASE
SINHA OLEO DE MILHO 20/900ML,0.01,17892300030012,20/900ML,CASE
SINHA B FAROFA BACON 10/250G,0.01,27892300001996,10/250G,CASE
SINHA B MILHO DE PIPOCA 10/500G,0.01,27892300026975,10/500G,CASE
SINHA B FLOCAO PARA CUSCUZ 10/500G,0.01,7892300000698,10/500G,CASE
SINHA B FUBA MIMOSO 10/1KG,0.01,7892300001480,10/1KG,CASE
SINHA B CANJIQUINHA 10/500G,0.01,7892300004788,10/500G,CASE
SINHA B FARINHA MILHO BIJU 10/500G,0.01,7892300006690,10/500G,CASE
SINHA B CANJICA BRANCA 10/500G,0.01,7892300020528,10/500G,CASE
SINHA B CANJICA AMARELA 10/500G,0.01,7892300026742,10/500G,CASE
SINHA B FUBA PRECOZIDO 10/1KG,0.01,7892300030633,10/1KG,CASE
AMORE GOIABADA CREMOSA 6/400G,0.01,,6/400G,CASE
AMORE GOIABADA CASCAO COLHER,0.01,,6/400G,CASE
AMORE GOIABADA BANDEJA 12/250G,0.01,,12/250G,CASE
AMORE GOIABADA CASCAO BANDEJA,0.01,,12/250G,CASE
AMORE BANANADA BANDEJA 12/250G,0.01,,12/250G,CASE
AMORE ABOBORA / COCO BANDEJA 12/250,0.01,,12/250G,CASE
AMORE MARROM GLACE BANDEJA 12/250,0.01,,12/250G,CASE
AMORE GOIABADA ZERO BANDEJA 12/250G,0.01,,12/250G,CASE
AMORE GOIABADA CASCAO ZERO BANDEJA,0.01,,12/250G,CASE
AMORE GOIABADA FLOWPACK 36/300G,0.01,,36/300G,CASE
AMORE GOIABADA FLOWPACK 30/500G,0.01,,30/500G,CASE
AMORE GOIABADA FLOWPACK 16/1.01KG,0.01,,16/1.01KG,CASE
AMORE MARROM GLACE FLOWPACK 36/300G,0.01,,36/300G,CASE
AMORE GOIABADA CREMOSA BISNAGA 1.01,0.01,,12/1.01KG,CASE
AMORE DOCE DE LEITE BARRA 12/400G,0.01,,12/400G,CASE
AMORE DOCE LEITE PICADINHO 24/200G,0.01,,24/200G,CASE
TESOURO GELEIA DE PIMENTA 12/260G,0.01,,12/260G,CASE
TESOURO GOIABADA CASCAO CREMOSA LAT,0.01,,12/400G,CASE
TESOURO GOIABADA CASCAO ARTESANAL,0.01,,12/500G,CASE
VICOSA DOCE DE LEITE 12/400G,0.01,,12/400G,CASE
VICOSA DOCE DE LEITE 12/800G,0.01,,12/800G,CASE
REI CHA MATE LIMAO 12/290ML,0.01,,12/290ML,CASE
REI CHA MATE LIMAO 6/350ML,0.01,,6/350ML,CASE
REI CHA MATE NATURAL 12/290ML,0.01,,12/290ML,CASE
REI CHA MATE NATURAL 6/350ML,0.01,,6/350ML,CASE
REI ICE TEA LIMAO ZERO 6/350ML,0.01,,6/350ML,CASE
REI ICE TEA PESSEGO ZERO 6/350ML,0.01,,6/350ML,CASE
REI CHA MATE LIMAO ZERO 6/1.5LT,0.01,,6/1.5LT,CASE
REI CHA MATE NATURAL ZERO 6/1.5LT,0.01,,6/1.5LT,CASE
REI ICE TEA LIMAO ZERO 6/1.5LT,0.01,,6/1.5LT,CASE
REI ICE TEA PESSEGO ZERO 6/1.5LT,0.01,,6/1.5LT,CASE
REI CHA MATE LIMAO 6/1.5LT,0.01,,6/1.5LT,CASE
REI CHA MATE NATURAL 6/1.5LT,0.01,,6/1.5LT,CASE
REI CHA MATE PESSEGO 6/1.5LT,0.01,,6/1.5LT,CASE
COALA ESSENCIA CHA BRANCO 3/120ML,0.01,,3/120ML,CASE
COALA ESSENCIA ALECRIM 3/120ML,0.01,,3/120ML,CASE
COALA ESSENCIA ALGAS MARINHAS 3/120,0.01,,3/120ML,CASE
COALA ESSENCIA ALGODAO 3/120ML,0.01,,3/120ML,CASE
COALA ESSENCIA AMEIXA DOURADA 3/120,0.01,,3/120ML,CASE
COALA ESSENCIA BAMBU 3/120,0.01,,3/120ML,CASE
COALA ESSENCIA CAPIM LIMAO 3/120ML,0.01,,3/120ML,CASE
COALA ESSENCIA CEREJA E AVELA 3/120,0.01,,3/120ML,CASE
COALA ESSENCIA EUCALIPTO CITRIODORA,0.01,,3/120ML,CASE
COALA ESSENCIA CITRONELA 3/120ML,0.01,,3/120ML,CASE
COALA ESSENCIA CRAVO E CANELA 3/120,0.01,,3/120ML,CASE
COALA ESSENCIA FLOR DE CACTO 3/120M,0.01,,3/120ML,CASE
COALA ESSENCIA FLOR DE FIGO 3/120ML,0.01,,3/120ML,CASE
COALA ESSENCIA FLORAL 3/120ML,0.01,,3/120ML,CASE
COALA ESSENCIA EUCALIPTO GLOBULOS,0.01,,3/120ML,CASE
COALA ESSENCIA LAVANDA 3/120ML,0.01,,3/120ML,CASE
COALA ESSENCIA LIMA LIMAO 3/120ML,0.01,,3/120ML,CASE
COALA ESSENCIA ORQUIDEA 3/120ML,0.01,,3/120ML,CASE
COALA ESSENCIA ORQUIDEA NEGRA 3/120,0.01,,3/120ML,CASE
COALA ESSENCIA PATCHOULI TANGERINA,0.01,,3/120ML,CASE
COALA ESSENCIA PINHO 3/120ML,0.01,,3/120ML,CASE
COALA ESSENCIA ROMA 3/120ML,0.01,,3/120ML,CASE
COALA ESSENCIA SOFT 3/120ML,0.01,,3/120ML,CASE
COALA ESSENCIA TALCO 3/120ML,0.01,,3/120ML,CASE
COALA ESSENCIA TUTTI-FRUTTI 3/120ML,0.01,,3/120ML,CASE
COALA AMBIENTES AMBAR 6/260ML,0.01,,6/260ML,CASE
COALA AMBIENTES AMEIXA DOURADA 260,0.01,,6/260ML,CASE
COALA AMBIENTES LAVANDA 6/260ML,0.01,,6/260ML,CASE
COALA AMBIENTES ROSA CHIC 6/260ML,0.01,,6/260ML,CASE
COALA AMBIENTES VANILLA 6/260ML,0.01,,6/260ML,CASE
COALA AMBIENTES VERBENA 6/260ML,0.01,,6/260ML,CASE
COALA SPRAY ALGODAO 6/120ML,0.01,,6/120ML,CASE
COALA SPRAY BAMBU 6/120ML,0.01,,6/120ML,CASE
COALA SPRAY CAPIM-LIMAO 6/120ML,0.01,,6/120ML,CASE
COALA SPRAY EUCALIPTO 6/120ML,0.01,,6/120ML,CASE
COALA SPRAY LAVANDA 6/120ML,0.01,,6/120ML,CASE
COALA AMACIANTE CHA BRANCO 12/1LT,0.01,,12/1LT,CASE
COALA AMACIANTE ORQUIDEA NEGRA 12/1,0.01,,12/1LT,CASE
COALA LAVA ROUPAS CHA BRANCO 4/3LT,0.01,,4/3LT,CASE
COALA LAVA ROUPAS ORQUIDEA NEGRA,0.01,,4/3LT,CASE
COALA DIFUSOR LAVANDA 12/100ML,0.01,,12/100ML,CASE
COALA DIFUSOR FLOR DE FIGO 12/100ML,0.01,,12/100ML,CASE
COALA DIFUSOR ORQUIDEA 12/100ML,0.01,,12/100ML,CASE
COALA DIFUSOR BAMBU 12/100ML,0.01,,12/100ML,CASE
COALA DIFUSOR CHA BRANCO 12/100ML,0.01,,12/100ML,CASE
COALA DIFUSOR FLOR DE CACTO 12/100M,0.01,,12/100ML,CASE
COALA SABONETE LIQUIDO BAMBU,0.01,,6/500ML,CASE
COALA SABONETE LIQUIDO LAVANDA,0.01,,6/500ML,CASE
COALA SABONETE LIQUIDO FRUTAS VERM,0.01,,6/500ML,CASE
COALA SABONETE LIQUIDO CHA BRANCO,0.01,,6/500ML,CASE
COALA SABONETE LIQUIDO ALECRIM,0.01,,6/500ML,CASE
COALA SABONETE LIQUIDO ORQUIDEA NEG,0.01,,6/500ML,CASE
COALA SABONETE LIQUIDO PATCHOULI,0.01,,6/500ML,CASE
COALA SABONETE LIQUIDO VERBENA,0.01,,6/500ML,CASE
COALA SABONETE LIQUIDO VANILLA,0.01,,6/500ML,CASE
COALA SABONETE LIQUIDO AMEIXA DOURA,0.01,,6/500ML,CASE
COALA SABONETE LIQUIDO FLOR CACTO,0.01,,6/500ML,CASE
COCADA BAHIANA 12/400G,0.01,10618231371911,12/400G,CASE
COCADA BAHIANA 12/800G,0.01,17898343020713,12/800G,CASE
CH TOBLERONE LEITE 20/100G,0.01,,14/90G,CASE
CH MILKA EXTRA CACAU 25/90G,0.01,,25/90G,CASE
CH MILKA CONFETTI 22/100G,0.01,,22/100G,CASE
CH MILKA BISCOFF 24/90G,0.01,,24/90G,CASE
CH TOBLERONE LEITE 100G,0.01,,,CASE
CH TOBLERONE BRANCO 100G,0.01,,,CASE
CH MILKA MINI COOKIES 8/110G,0.01,07622201137038,8/110G,CASE
CH MILKA WAFER BRANCO 18/180G,0.01,07622300344740,18/180G,CASE
CH OREO 12/220G,0.01,07622300744670,12/220G,CASE
CH OREO 12/440G,0.01,28410000827440,12/440G,CASE
CH MILKA OREO BRANCO 22/100G,0.01,7622201109592,22/100G,CASE
CH MILKA MINI WAFER 8/110G,0.01,7622201492762,8/110G,CASE
CH MILKA SPREAD 6/340G,0.01,7622201515010,6/340G,CASE
CH MILKA OREO SANDWICH 16/92G,0.01,7622201720391,16/92G,CASE
CH MILKA BUBBLY LEITE 14/90G,0.01,7622210476838,14/90G,CASE
CH MILKA LEITE 25/90G,0.01,7622210738905,25/90G,CASE
CH MILKA DAIM 22/100G,0.01,7622210738936,22/100G,CASE
CH MILKA OREO 22/100G,0.01,7622210741721,22/100G,CASE
"CH MILKA AVELA ""WHOLENUT"" 17/100G",0.01,7622210741790,17/100G,CASE
"CH MILKA AVELAS ""HAZELNUT"" 24/90G",0.01,7622210749956,24/90G,CASE
CH MILKA MORANGO 22/100G,0.01,7622210759733,22/100G,CASE
CH MILKA OREO BROWNIE 22/100G,0.01,7622210953414,22/100G,CASE
CH MILKA BRANCO 24/90G,0.01,7622300038694,24/90G,CASE
CH MILKA AMENDOA 22/125G,0.01,7622300083311,22/125G,CASE
CH MILKA WAFER LEITE 18/180G,0.01,7622300292478,18/180G,CASE
CH MILKA CHOCO MINIS 16/185G,0.01,7622300676865,16/185G,CASE
PARMALAT CREME DE LEITE 24/300G,0.01,17891097103183,24/300G,CASE
PARMALAT LEITE CONDENSADO 24/395G,0.01,17891097103190,24/395G,CASE
BAUDUCCO MARIA COOKIE 24/200G,0.01,10875754004188,24/200G,CASE
BAUDUCCO BISC MAIZENA 48/170G,0.01,17891962032457,48/170G,CASE
BAUDUCCO WAFER AVELA 24/140G,0.01,17891962036912,24/140G,CASE
BAUDUCCO TOAST INTEGRAL 36/142G,0.01,17891962053193,36/142G,CASE
BAUDUCCO WAFER MORANGO 24/140G,0.01,27891962032287,24/140G,CASE
BAUDUCCO WAFER CHOCOLATE 24/140G,0.01,27891962032294,24/140G,CASE
BAUDUCCO WAFER VANILLA 24/140G,0.01,27891962032300,24/140G,CASE
BAUDUCCO CHOCOLATE AO LEITE 24/80G,0.01,27891962056504,24/80G,CASE
BAUDUCCO BISCOITO CHOCOLATE 48/108G,0.01,27891962065872,48/108G,CASE
BAUDUCCO BISCOITO MORANGO 48/108G,0.01,27891962065889,48/108G,CASE
BAUDUCCO BISCOITO BAUNILHA 48/108G,0.01,27891962065902,48/108G,CASE
BAUDUCCO GUAVA COOKIE 45/112G,0.01,37891962050066,45/112G,CASE
FINI HIDRATANTE LABIAL GLITTER,0.01,,12/10G,CASE
FINI HIDRATANTE LABIAL ACAI 12/10G,0.01,,12/10G,CASE
FINI HIDRATANTE LABIAL L CONDENSADO,0.01,,12/10G,CASE
FINI HIDRATANTE LABIAL DOCE LEITE,0.01,,12/10G,CASE
FINI HIDRATANTE LABIAL MINHOC 12/10,0.01,,12/10G,CASE
FINI HIDRATANTE LABIAL AMORAS 12/10,0.01,,12/10G,CASE
FINI HIDRATANTE LABIAL BANANA 12/10,0.01,,12/10G,CASE
FINI HIDRATANTE LABIAL DENTADURAS,0.01,,12/10G,CASE
FINI HIDRATANTE LABIAL BEIJO 12/10G,0.01,,12/10G,CASE
FINI GEL DENTAL BEIJOS 12/70G,0.01,,12/70G,CASE
FINI GEL DENTAL DENTADURAS 12/70G,0.01,,12/70G,CASE
FINI GEL DENTAL MINHOCAS 12/70G,0.01,,12/70G,CASE
FINI ENXAGUANTE BUCAL BEIJOS 12/250,0.01,,12/250ML,CASE
FINI ENXAGUANTE BUCAL DENTADURAS,0.01,,12/250ML,CASE
FINI ENXAGUANTE BUCAL MINHOCA 250ML,0.01,,12/250ML,CASE
FINI GELATINA DENTADURAS 48/20G,0.01,,48/20G,CASE
FINI GELATINA BEIJOS 48/20G,0.01,,48/20G,CASE
FINI GELATINA BANANAS 48/20G,0.01,,48/20G,CASE
FINI FINIBURGUERS 12/100G,0.01,,12/100G,CASE
"FINI P JELLY FROGS ""SAPO"" 12/90G",0.01,18410525116688,12/90G,CASE
"FINI P JELLY KISS ""BEIJOS"" 12/90G",0.01,18410525116701,12/90G,CASE
"FINI P JELLY WORMS ""MINHOCA"" ACIDO",0.01,18410525116718,12/90G,CASE
"FINI P NEON BEARS ""URSINHOS"" 12/90G",0.01,18410525116725,12/90G,CASE
"FINI P JELLY BERRIES ""AMORAS""12/90G",0.01,18410525116749,12/90G,CASE
FINI P JELLY BANANAS 12/90G,0.01,18410525116756,12/90G,CASE
FINI P JELLY COLA 12/90G,0.01,18410525116763,12/90G,CASE
"FINI P STRAWBERRY RING ""AROS"" 12/90",0.01,18410525116787,12/90G,CASE
"FINI P PEACH RINGS ""AROS"" 12/90G",0.01,18410525116794,12/90G,CASE
FINI P JELLY CROCODILES 12/90G,0.01,18410525116800,12/90G,CASE
"FINI P BEANS ""FEIJAO"" 12/85G",0.01,18410525116817,12/85G,CASE
FINI P BUBBLE GUM BALLS 12/90G,0.01,18410525116824,12/90G,CASE
"FINI P JELLY SHARKS ""TUBARAO"" 12/90",0.01,18410525116831,12/90G,CASE
FINI P WILD STRAWBERRIES 12/90G,0.01,18410525119016,12/90G,CASE
FINI P MAGIC CARPETS 12/90G,0.01,18410525121507,12/90G,CASE
FINI P DENTADURAS JELLY TEETH 12/90,0.01,18410525122900,12/90G,CASE
"FINI P JELLY WORMS ""MINHOCA"" BRILHO",0.01,18410525125970,12/90G,CASE
FINI P FRUITS BUBBLE GUM 12/90G,0.01,18410525143394,12/90G,CASE
FINI P MINI TUBES 12/90G,0.01,18410525144261,12/90G,CASE
FINI P MELON BUBBLE GUM 12/90G,0.01,18410525147903,12/90G,CASE
FINI P GALAXY SUGARED MIX 12/90G,0.01,18410525150361,12/90G,CASE
FINI P PIRATE SKULLS 12/90G,0.01,18410525151740,12/90G,CASE
FINI P CLEAR GALAXY MIX 12/90G,0.01,18410525152402,12/90G,CASE
FINI P SOUR MINI TUBES 12/90G,0.01,18410525152419,12/90G,CASE
FINI P PEACH HEARTS HOLIDAY 12/90G,0.01,18410525159746,12/90G,CASE
FINI P SOUR LITTLE MIX PICA 12/90G,0.01,18410525160551,12/90G,CASE
FINI P WATERMELON SLICES 12/90G,0.01,18410525178082,12/90G,CASE
FINI P MELLOWS PASSIONATE 12/80G,0.01,18410525179324,12/80G,CASE
FINI P MELLOWS TWISTY 12/80G,0.01,18410525179331,12/80G,CASE
FINI P TWIST TOPS 12/90G,0.01,18410525179836,12/90G,CASE
"FINI P FRIED EGGS ""OVOS"" 12/90G",0.01,18410525179911,12/90G,CASE
FINI P FILLED MIX 12/90G,0.01,18410525180191,12/90G,CASE
FINI P FIZZY STRAWBERRY BRICK 12/90,0.01,18410525180658,12/90G,CASE
FINI P STRAWBERRY BRICKS 12/90G,0.01,18410525182843,12/90G,CASE
FINI P CINEMA MIX12/90G,0.01,18410525183765,12/90G,CASE
FINI P PARTY MIX 12/90G,0.01,18410525183772,12/90G,CASE
FINI P LITTLE MIX 12/90G,0.01,18410525202572,12/90G,CASE
FINI P TUBES MORANGO ACIDO 12/90G,0.01,18410525206143,12/90G,CASE
FINI P STRIPS SOUR RAINBOW 12/90G,0.01,18410525206167,12/90G,CASE
FINI P TUBES MORANGO 12/90G,0.01,18410525206174,12/90G,CASE
FINI P STRIPS SOUR MORANGO 12/90G,0.01,18410525206181,12/90G,CASE
FINI P TUBES ARCO-IRIS ACIDO 12/90G,0.01,18410525206198,12/90G,CASE
FINI P TUBES ARCO-IRIS 12/90G,0.01,18410525211093,12/90G,CASE
"FINI P JELLY OCTOPUS ""POLVO"" 12/90G",0.01,18410525220545,12/90G,CASE
FINI P CLOUDS BICOLOR AZUL 12/80G,0.01,18410525226431,12/80G,CASE
FINI P FRUIT ATTACK 12/90G,0.01,18410525234290,12/90G,CASE
FINI P THE MELLOW SWEETHEART 12/80G,0.01,18410525241335,12/80G,CASE
FINI P CHOC C/ LECHE MARSH 12/80G,0.01,18410525243186,12/80G,CASE
FINI P CHOC MORANGO MARSH 12/80G,0.01,18410525243193,12/80G,CASE
FINI P FRESONES RELLONES NATA 12/85,0.01,18410525244381,12/85G,CASE
FINI P SOUR BOOOM MIX 12/90G,0.01,18410525246736,12/90G,CASE
FINI P SMILE KIT 12/90G,0.01,18410525248563,12/90G,CASE
FINI P MELLOWS PARTY 12/80G,0.01,18410525260107,12/80G,CASE
"FINI P SWEET POPCORN ""PIPOCA 12/80G",0.01,18410525263047,12/80G,CASE
FINI P TUBES INOUT RAINBOW 12/80G,0.01,18410525263054,12/80G,CASE
FINI P MELLOWS MAGIC BLUE 12/80G,0.01,18410525266376,12/80G,CASE
FINI P THE MELLOW CLASSIC 12/80G,0.01,18410525301107,12/80G,CASE
FINI P DELI JELLY 12/80G,0.01,28410525220573,12/80G,CASE
FINI P JELLY CHERRIES 12/90G,0.01,68410525241323,12/90G,CASE
SAB MIN MOZZARELLA SHREDDED 12/1LB,0.01,,12/1LB,CASE
SAB MIN MOZZARELLA SHREDDED 4/5LBS,0.01,,4/5LBS,CASE
SAB MIN QUEIJO MINAS FRESCAL 6/27,0.01,654054653530,6/27OZ,CASE
SAB MIN QUEIJO MINAS FRESCAL 6/12,0.01,654054653547,6/12OZ,CASE
SAB MIN QUEIJO MINAS CURADO 6/27OZ,0.01,654054653554,6/27OZ,CASE
SAB MIN QUEIJO MINAS CURADO 6/12OZ,0.01,654054653561,6/12OZ,CASE
SAB MIN QUEIJO MINAS ARTESANAL 6/27,0.01,654054653578,6/27OZ,CASE
SAB MIN QUEIJO MINAS ARTESANAL 6/12,0.01,654054653585,6/12OZ,CASE
SAB MIN QUEIJO MINAS CANASTRA 6/27,0.01,654054653592,6/27OZ,CASE
SAB MIN QUEIJO MINAS CANASTRA 6/12,0.01,654054653608,6/12OZ,CASE
SAB MIN L LINGUICA FINA BULK 20LBS,0.01,,20 LBS,CASE
SAB MIN L BACON DEFUMADA 10/1LB AVG,0.01,,10/1 LB,CASE
SAB MIN L TOSCANA 12/14OZ,0.01,654054653455,12/14OZ,CASE
SAB MIN L TOSCANA PIMENT BICO 12/14,0.01,654054653479,12/14OZ,CASE
SAB MIN L TOSCANA QUEI COALHO 12/14,0.01,654054653486,12/14OZ,CASE
SAB MIN L CALABRESA ARTESANAL 12/14,0.01,654054653493,12/14OZ,CASE
SAB MIN L CALABRESA DEFUMADA 12/14,0.01,654054653509,12/14OZ,CASE
SAB MIN FRESH L CHURRASCO BIQ 6/2LB,0.01,654054653523,6/2LBS,CASE
SAB MIN FRESH L CHURRASCO 6/2LBS,0.01,654054653738,6/2LBS,CASE
SAB MIN EGGS BROWN PASTURE15DZ,0.01,,15 DOZEN,CASE
SAB MIN EGGS CAIPIRA FREE RANGE15DZ,0.01,,15 DOZEN,CASE
GRANADO MANTEIGA CORPO LAV 12/200G,0.01,,12/200G,CASE
GRANADO OLEO FORTAKECEDO UNHA 24/10,0.01,,24/10,CASE
GRANADO SHAMPOO CASTANHA 6/180ML,0.01,,6/180ML,CASE
GRANADO HYDRANTE CASTANHA 12/3000ML,0.01,,12/300ML,CASE
GRANADO CREME MAO CASTANHA 12/3000,0.01,,12/300ML,CASE
GRANADO TALCO BEBE 12/100G,0.01,,12/100G,CASE
GRANADO REPARADOR CALC 12/20G,0.01,,12/20G,CASE
GRANADO SHAMPOO BEBE LAVANDA12/250M,0.01,,12/250ML,CASE
GRANADO MANTEIGA EMOLIENTE 12/60G,0.01,,12/60G,CASE
GRANADO PERFUMARIA COND 6/180ML,0.01,,6/180ML,CASE
GRANADO PERFUMARIA HIDRANT 12/300ML,0.01,,12/300ML,CASE
GRANADO CERA NUTRITIVA UNHAS 12/7G,0.01,,12/7G,CASE
SABO GRANADO ENXOFRE 1*12,0.01,,1*12,CASE
SABO GRANADO GLIC BEBE 12/90G,0.01,,1*12,CASE
SABO GRANADO SHAMPOO BEBE 12/250ML,0.01,,12/250ML,CASE
SABO GRANADO SHAP BEBE HIP 12/250ML,0.01,,12/250ML,CASE
SABO GRANADO SULFUROSE 1*12,0.01,,1*12,CASE
GRANADO PINK CREME MAOS 12/60G,0.01,,12/60G,CASE
GRANADO PINK ESCALDA PES SACHE 6/15,0.01,,6/15G,CASE
GRANADO PINK CALOS/BOLHAS 12/45G,0.01,,12/45G,CASE
